ICSD_code,space_group
188940,I m -3
188964,F -4 3 m
188983,F d -3 m Z
188984,F d -3 m Z
189044,F d -3 m Z
189045,F d -3 m Z
189075,I m -3
189115,I -4 3 d
189166,I -4 3 d
189201,F -4 3 m
189202,F d -3 m Z
189340,F d -3 m Z
189341,F d -3 m Z
189342,F d -3 m Z
189343,F d -3 m Z
189344,F d -3 m Z
189359,I a -3 d
189360,I a -3 d
189361,I a -3 d
189364,P m -3 n
189365,P m -3 n
189366,P m -3 n
189374,P -4 3 m
189461,I m -3
189530,I a -3 d
189531,I a -3 d
189534,P m -3 n
189538,P m -3 n
189543,P m -3 n
189550,P m -3 n
189551,P m -3 n
189555,P m -3 n
189559,P m -3 n
189564,P m -3 n
189571,P m -3 n
189572,P m -3 n
189576,P m -3 n
189580,P m -3 n
189585,P m -3 n
189592,P m -3 n
189597,P m -3 n
189601,P m -3 n
189607,I -4 3 m
189614,I -4 3 m
189617,I -4 3 m
189618,I -4 3 m
189622,I -4 3 m
189628,I -4 3 m
189635,I -4 3 m
189638,I -4 3 m
189647,I -4 3 m
189648,I -4 3 m
189652,I -4 3 m
189794,F -4 3 m
189795,F -4 3 m
189796,F -4 3 m
189797,F -4 3 m
189800,F -4 3 m
189807,P a -3
189846,P m -3 n
189847,P m -3 n
189848,P m -3 n
189873,F d -3 m Z
189887,P m -3 n
189888,P m -3 n
189889,P m -3 n
189890,P m -3 n
189891,P m -3 n
189892,P m -3 n
189893,P m -3 n
189894,P m -3 n
189895,P m -3 n
189896,P m -3 n
189911,I m -3
189912,I m -3
189917,P m -3 n
189919,P m -3 n
189920,P m -3 n
189921,P m -3 n
189922,P m -3 n
189923,I m -3
189927,P m -3 n
189928,P m -3 n
189929,P m -3 n
189930,P m -3 n
189931,P m -3 n
189932,P m -3 n
189942,F -4 3 m
189943,F -4 3 m
189967,I -4 3 d
189968,I -4 3 d
189969,I -4 3 d
189970,I -4 3 d
190000,P 41 3 2
190001,P 41 3 2
19006,I m -3
190117,F -4 3 m
190145,F -4 3 m
190198,I -4 3 d
19022,I m -3
190224,F m -3 c
190225,F m -3 c
190344,I a -3
190345,I a -3
190346,I a -3
190347,I a -3
190348,I a -3
190396,I m -3 m
190431,P m -3 n
190432,P m -3 n
190433,P m -3 n
190434,P m -3 n
190435,P m -3 n
190441,F d -3 m S
190468,F d -3 m Z
190469,F d -3 m Z
19047,P a -3
190489,F d -3 m Z
190490,F d -3 m Z
190491,F d -3 m Z
190492,F d -3 m Z
190493,F d -3 m Z
190494,F d -3 m Z
190495,F d -3 m Z
190496,F d -3 m Z
190497,F d -3 m Z
190535,I -4 3 d
190536,I -4 3 d
190571,F m -3 c
190572,F m -3 c
190573,F m -3 c
190574,F m -3 c
190575,F m -3 c
190576,F m -3 c
190577,F m -3 c
190636,F d -3 m Z
190650,F d -3 m S
190651,F d -3 m S
190652,F d -3 m S
190653,F d -3 m S
190668,F d -3 m Z
19068,F d -3 Z
190688,F d -3 m Z
19069,F d -3 Z
190693,F d -3 m Z
190698,F d -3 m Z
190726,I a -3 d
190742,I a -3 d
190743,I a -3 d
190744,I a -3 d
190745,I a -3 d
190746,I a -3 d
190747,I a -3 d
190748,I a -3 d
190770,F d -3 m Z
190773,F d -3 m Z
190808,F d -3 m Z
190954,P a -3
190986,F d -3 m Z
191117,F d -3 m Z
191118,F d -3 m Z
191119,F d -3 m Z
191122,F d -3 m Z
191125,F d -3 m Z
191140,F d -3 m Z
191284,F m -3 c
191303,I -4 3 d
191304,I -4 3 d
191322,I a -3
191323,I a -3
191325,I a -3
191326,I a -3
191327,I a -3
191328,I a -3
191329,I a -3
191330,I a -3
191350,P m -3 n
191351,P m -3 n
191408,P m -3 n
191519,I -4 3 d
191520,I -4 3 d
191521,I -4 3 d
191522,I -4 3 d
191523,I -4 3 d
191524,I a -3 d
191525,I a -3 d
191526,I a -3 d
191527,I a -3 d
191542,I a -3 d
191556,F -4 3 m
191557,F -4 3 m
191558,F -4 3 m
191559,F -4 3 m
191841,I m -3
191842,I m -3
191843,I m -3
191844,I m -3
191845,I m -3
191846,I m -3
191847,I m -3
191848,I m -3
191849,I m -3
191896,I a -3
191989,P m -3 n
191990,P m -3 n
1920,F d -3 c Z
192181,I a -3 d
192182,I a -3 d
192183,I a -3 d
192184,I a -3 d
192338,F -4 3 m
192339,F -4 3 m
192340,F -4 3 m
192341,F -4 3 m
192348,F d -3 m Z
192349,F d -3 m Z
192350,F d -3 m Z
192351,F d -3 m Z
192352,F d -3 m Z
192353,F d -3 m Z
192354,F d -3 m Z
192355,F d -3 m Z
192356,F d -3 m Z
192357,F d -3 m Z
192358,F d -3 m Z
192359,F d -3 m Z
192360,F d -3 m Z
192361,F d -3 m Z
192362,F d -3 m Z
192363,F d -3 m Z
192364,F d -3 m Z
192365,F d -3 m Z
192368,F d -3 m Z
192369,F d -3 m Z
1924,F d -3 m Z
192501,I a -3 d
192502,I a -3 d
192503,I a -3 d
192504,I a -3 d
192523,I a -3 d
192587,F d -3 m Z
192588,F d -3 m Z
192589,F d -3 m Z
192590,F d -3 m Z
192591,F d -3 m Z
192592,F d -3 m Z
192593,F d -3 m Z
192594,F d -3 m Z
192595,F d -3 m Z
192596,F d -3 m Z
192597,F d -3 m Z
192630,F d -3 m Z
192631,F d -3 m Z
192807,I a -3 d
192808,I a -3 d
192816,F -4 3 m
192857,F d -3 m Z
192858,I -4 3 m
192909,F d -3 Z
192957,I a -3
192979,P m -3 n
192980,P m -3 n
192981,P m -3 n
192989,P 43 3 2
192990,P 43 3 2
192991,P 43 3 2
193029,F d -3 m Z
193030,F d -3 m Z
193031,F d -3 m Z
193107,F -4 3 m
193113,F m -3 c
193150,I m -3
193151,I m -3
193154,F d -3 m Z
193168,I a -3 d
193292,F d -3 m Z
193293,F d -3 m Z
193294,F d -3 m Z
193295,F d -3 m Z
193296,F d -3 m Z
193297,F d -3 m Z
193298,F d -3 m Z
193299,F d -3 m Z
193300,F d -3 m Z
193301,F d -3 m Z
193302,F d -3 m Z
193303,F d -3 m Z
193304,F d -3 m Z
193305,F d -3 m Z
193306,F d -3 m Z
193307,F d -3 m Z
193308,F d -3 m Z
193309,F d -3 m Z
193310,F d -3 m Z
193311,F d -3 m Z
193312,F d -3 m Z
193313,F d -3 m Z
193314,F d -3 m Z
193315,F d -3 m Z
193316,F d -3 m Z
193317,F d -3 m Z
193318,F d -3 m Z
193319,F d -3 m Z
193320,F d -3 m Z
193371,F d -3 m Z
193432,P -4 3 n
193433,P -4 3 n
193434,P -4 3 n
193473,I a -3 d
193499,F d -3 m Z
193500,F d -3 m Z
193501,F d -3 m Z
193502,F d -3 m Z
193503,F d -3 m Z
193504,F d -3 m Z
193505,F d -3 m Z
193506,F d -3 m Z
193507,F d -3 m Z
193508,F d -3 m Z
193509,F d -3 m Z
193510,F d -3 m Z
193511,F d -3 m Z
193512,F d -3 m Z
193560,F d -3 m Z
193561,F d -3 m Z
193562,F d -3 m Z
193563,F d -3 m Z
193633,I a -3 d
193634,I a -3 d
193635,I a -3 d
193636,I a -3 d
193637,I a -3 d
193638,I a -3 d
193639,I a -3 d
193645,I m -3
193646,I m -3
193647,I m -3
193670,P -4 3 n
1937,F m -3
193818,I -4 3 d
193859,F d -3 m Z
193891,I -4 3 m
193892,I -4 3 m
193893,I -4 3 m
193894,I -4 3 m
193912,F d -3 m Z
193913,F d -3 m Z
193914,F d -3 m Z
193915,F d -3 m Z
193916,F d -3 m Z
193917,F d -3 m Z
193918,F d -3 m Z
193919,F d -3 m Z
193920,F d -3 m Z
193921,F d -3 m Z
193931,F d -3 m Z
193950,F d -3 m Z
193951,F d -3 m Z
193991,F d -3 m Z
193993,F d -3 m Z
193994,F d -3 m Z
193995,F d -3 m Z
194092,F -4 3 m
194137,I m -3
194138,I m -3
194139,I m -3
194240,F d -3 m Z
194243,F d -3 m Z
194244,F d -3 m Z
194245,P m -3 n
194322,P n -3 Z
194332,F d -3 m Z
194333,F d -3 m Z
194334,I m -3 m
194335,I -4 3 m
194336,I -4 3 m
194337,I -4 3 m
194338,I -4 3 m
194339,I -4 3 m
194342,I -4 3 m
194343,I -4 3 m
194344,I -4 3 m
194345,I -4 3 m
194374,I -4 3 m
194375,I -4 3 m
194376,I -4 3 m
194377,I -4 3 m
194378,I -4 3 m
194379,I -4 3 m
1944,F d -3 m S
194430,I -4 3 d
194431,I -4 3 d
194432,I -4 3 d
194433,I -4 3 d
194434,I -4 3 d
194467,I a -3
194482,I -4 3 m
194506,F d -3 m Z
194513,I a -3
194514,F d -3 Z
194515,F d -3 Z
194599,P n -3 Z
194600,P n -3 Z
194601,P n -3 Z
194602,F -4 3 m
194638,F d -3 m Z
194639,F d -3 m Z
194640,F d -3 m Z
194641,F d -3 m Z
194642,F d -3 m Z
194643,F d -3 m Z
194644,I 2 3
194645,I 2 3
194664,I 2 3
194667,F d -3 m Z
194668,F d -3 m Z
194734,P m -3 n
194735,P m -3 n
194736,P m -3 n
194737,P m -3 n
194738,P m -3 n
194739,P m -3 n
194748,F -4 3 m
194749,F -4 3 m
194751,F -4 3 m
194753,F -4 3 m
194755,F -4 3 m
194757,F -4 3 m
194759,F -4 3 m
194762,F -4 3 m
194763,F -4 3 m
194764,F -4 3 m
194765,F -4 3 m
194766,F -4 3 m
194767,F -4 3 m
194768,F -4 3 m
194769,F -4 3 m
194770,F -4 3 m
194771,F -4 3 m
194772,F -4 3 m
194773,F -4 3 m
194774,F -4 3 m
194775,F -4 3 m
194802,I a -3 d
194803,I a -3 d
194814,I a -3 d
194815,I a -3 d
194816,I a -3 d
194817,I a -3 d
194878,P a -3
194925,I m -3 m
194973,F -4 3 m
194974,F -4 3 m
194975,F -4 3 m
194976,F -4 3 m
194977,F -4 3 m
195028,I -4 3 d
195064,F -4 3 m
195070,P a -3
195122,I -4 3 m
195123,I -4 3 m
195124,I -4 3 m
195164,P m -3 n
195165,F d -3 m Z
195166,P m -3 n
195167,F d -3 m Z
195168,P m -3 n
195169,F d -3 m Z
195172,P n -3 Z
195180,I -4 3 d
195181,I -4 3 d
195182,I a -3 d
195197,I a -3 d
195198,I a -3 d
195204,P -4 3 m
195237,F -4 3 m
195239,F -4 3 m
195241,F -4 3 m
195243,F -4 3 m
195245,F -4 3 m
195247,F -4 3 m
195249,F -4 3 m
195251,F -4 3 m
195252,F -4 3 m
195256,F -4 3 m
195261,F -4 3 m
195262,F -4 3 m
195263,F -4 3 m
195264,F -4 3 m
195265,F -4 3 m
195344,P a -3
195345,P a -3
195346,P a -3
195355,I m -3
195356,I m -3
195394,I a -3 d
195395,I a -3 d
195396,I a -3 d
195397,I a -3 d
195398,I a -3 d
195399,I a -3 d
195400,I a -3 d
195404,F d -3 m Z
195405,F d -3 m Z
195435,I a -3 d
195436,I a -3 d
195437,I a -3 d
195438,I m -3
195439,I m -3
195450,I a -3 d
195500,I -4 3 m
195518,F d -3 m Z
195519,F d -3 m Z
195586,P a -3
195591,F d -3 m Z
195592,F d -3 m Z
195593,F d -3 m Z
195594,F d -3 m Z
195595,F d -3 m Z
195633,I m -3 m
195668,I 21 3
195745,P a -3
195756,I m -3
195757,I m -3
195758,I m -3
195759,F d -3 m Z
195760,I m -3 m
195794,P m -3 n
195807,I m -3
195845,I a -3 d
195846,I a -3 d
195847,I a -3 d
195848,I a -3 d
195849,I a -3 d
195850,I a -3 d
195851,I a -3 d
195852,I a -3 d
195853,I a -3 d
195854,I a -3 d
195855,I a -3 d
195856,I a -3 d
195857,I a -3 d
195858,I a -3 d
195859,I a -3 d
195860,I a -3 d
195861,I a -3 d
195862,I a -3 d
195863,I a -3 d
195864,I a -3 d
195970,F d -3 m Z
195971,F -4 3 m
196053,I a -3 d
196109,F d -3 m Z
196110,F d -3 m Z
196111,F d -3 m Z
196112,F d -3 m Z
196113,F d -3 m Z
196114,F d -3 m Z
196115,F d -3 m Z
196116,F d -3 m Z
196117,F d -3 m Z
196118,F d -3 m Z
196119,F d -3 m Z
196120,P -4 3 m
196132,I -4 3 m
196149,F d -3 m Z
196228,F d -3 m Z
196284,I -4 3 d
196285,I a -3 d
196286,I a -3 d
196325,F m -3 c
196326,F m -3 c
196327,F m -3 c
196328,F m -3 c
196329,F m -3 c
196330,F m -3 c
1964,P a -3
196425,I -4 3 d
196494,I -4 3 m
196721,F m -3 c
196892,I -4 3 d
196893,I -4 3 d
196925,P m -3 n
196987,F m -3 c
197001,I -4 3 d
197006,F m -3 c
197157,P 41 3 2
197221,I -4 3 d
197227,I -4 3 d
197338,I -4 3 d
197373,I -4 3 d
197434,P 41 3 2
197523,F d -3 m Z
197557,I -4 3 d
197664,I -4 3 d
197686,P n -3 m S
197703,I -4 3 d
197717,F m -3 c
197818,I -4 3 d
197819,I -4 3 d
197820,I -4 3 d
197859,I -4 3 d
197860,I -4 3 d
197861,I -4 3 d
197874,I -4 3 d
197901,I -4 3 d
198005,I -4 3 d
198037,I -4 3 d
198070,I -4 3 d
198190,I -4 3 d
198200,P a -3
198201,P a -3
198269,F -4 3 m
198288,I -4 3 d
198289,I -4 3 d
198348,I -4 3 d
198384,I -4 3 d
198423,I -4 3 d
198449,I -4 3 d
198524,I -4 3 d
198525,I -4 3 d
198584,I -4 3 d
198585,I -4 3 d
198586,I -4 3 d
198587,I -4 3 d
198611,P 43 3 2
198624,I -4 3 d
198625,I -4 3 d
198633,I -4 3 d
198723,I -4 3 d
198724,I -4 3 d
198725,I -4 3 d
198735,I -4 3 d
198761,F m -3 c
198762,I -4 3 d
198765,I -4 3 d
198766,I -4 3 d
198778,I -4 3 d
198779,I -4 3 d
198780,I -4 3 d
198787,I -4 3 d
198788,I -4 3 d
199183,F d -3 m Z
20008,I m -3 m
2001,P a -3
200129,F d -3 m Z
200130,F d -3 m Z
200131,F d -3 m Z
200133,F d -3 m Z
200134,F d -3 m Z
200144,P n -3 Z
20015,F m -3
200209,P m -3
200256,I m -3 m
200257,I m -3 m
200258,I m -3 m
200259,I m -3 m
200270,I -4 3 m
200307,P -4 3 n
200309,I -4 3 d
200437,P a -3
200447,F d -3 m Z
200460,I -4 3 m
200472,P n -3 Z
200476,P m -3
200506,F d -3 m Z
200507,F d -3 m Z
200521,F d -3 m Z
200522,F d -3 m Z
200532,F d -3 m Z
200634,F d -3 m Z
200635,F d -3 m Z
200636,F d -3 m Z
200657,P 41 3 2
200817,F -4 3 c
200827,I m -3
200862,I 2 3
200870,I 2 3
2009,F m -3
20090,I a -3 d
20091,F d -3 m S
200972,P -4 3 n
200973,P -4 3 n
200980,F 2 3
200981,F 2 3
200984,P n -3 Z
2010,F m -3 m
201012,I -4 3 d
201013,I -4 3 d
201037,F d -3 m Z
201045,F d -3 m S
201061,P a -3
201086,F d -3 m Z
201087,F d -3 m Z
201149,F d -3 m Z
201160,I -4 3 m
2012,I a -3 d
201210,P a -3
201211,P a -3
201212,P a -3
201213,P a -3
201214,P a -3
201215,P a -3
201216,P a -3
201217,P a -3
201246,I m -3 m
201277,F d -3 m Z
201278,F d -3 m Z
201279,F d -3 m Z
201346,F -4 3 c
201347,F -4 3 c
201348,F -4 3 c
201361,P -4 3 n
201362,P -4 3 n
201363,P -4 3 n
201369,F d -3 m Z
201443,F d -3 m Z
201444,F d -3 m Z
201445,F d -3 m Z
201446,F d -3 m Z
201447,F d -3 m Z
201448,F d -3 m Z
201450,F d -3 m Z
201451,F d -3 m Z
201452,F d -3 m Z
201453,F d -3 m Z
201454,F d -3 m Z
201456,F d -3 m Z
201457,F d -3 m Z
201470,I m -3 m
201472,F d -3 m Z
201475,F d -3 m Z
20154,I -4 3 d
201583,I m -3
201587,P -4 3 m
201636,I -4 3 m
201637,P -4 3 n
201638,P -4 3 n
201639,P -4 3 n
201640,P -4 3 n
201641,P -4 3 n
201642,P -4 3 n
20166,F d -3 S
20169,F d -3 Z
201701,P n -3 m Z
201744,I 2 3
201745,I 2 3
201753,F m -3 c
201783,I m -3 m
201785,I -4 3 d
201796,P m -3 n
201818,F d -3 m Z
201819,F d -3 m Z
201856,F d -3 m S
201875,I m -3
202016,F d -3 m Z
202017,F d -3 m Z
202018,F d -3 m Z
202019,F d -3 m Z
20203,F 41 3 2
202047,F d -3 m Z
202085,F d -3 m Z
202086,F d -3 m Z
202088,F d -3 m Z
202089,F d -3 m Z
20211,F m -3 m
202124,I m -3 m
202125,I m -3 m
202126,I m -3 m
202127,I m -3 m
20214,I a -3 d
20215,I a -3 d
20216,I a -3 d
202273,P a -3
202304,F m -3 c
202322,I m -3
202323,P m -3
202328,I m -3 m
20233,F d -3 S
202339,I m -3 m
20234,F d -3 S
202346,F d -3 m Z
202348,F d -3 m Z
202349,F d -3 m Z
202350,F d -3 m Z
202351,F d -3 m Z
202352,F d -3 m Z
202353,F d -3 m Z
202354,F d -3 m Z
202355,F d -3 m Z
202356,F d -3 m Z
202467,F d -3 m Z
202501,F d -3 m Z
202516,F d -3 m Z
202517,F d -3 m Z
202522,F d -3 m Z
202544,F d -3 m Z
202548,I a -3 d
202549,I a -3 d
202558,I -4 3 m
202575,F d -3 m Z
20259,P a -3
202597,P 43 3 2
202654,F d -3 m Z
202655,F d -3 m Z
202656,F d -3 m Z
202657,I 21 3
202696,F d -3 m Z
202697,F d -3 m Z
202743,F d -3 m Z
202744,F -4 3 m
202746,F d -3 m Z
202747,F d -3 m Z
202756,F d -3 m Z
202757,F d -3 m Z
202768,I 21 3
202769,I 21 3
202783,F d -3 m Z
202784,F d -3 m Z
202810,P a -3
202850,I a -3 d
202859,F d -3 m Z
202875,F d -3 m Z
202882,F d -3 m Z
202904,I a -3
202905,I a -3
202940,F d -3 m Z
202941,F d -3 m Z
202942,F d -3 m Z
202943,F d -3 m Z
202944,F d -3 m Z
202945,F d -3 m Z
202946,F d -3 m Z
202947,F d -3 m Z
202948,F d -3 m Z
202960,I a -3 d
202961,I a -3 d
202962,I a -3 d
202963,I a -3 d
202964,I a -3 d
202965,I a -3 d
202998,I m -3 m
202999,I m -3 m
203002,I m -3 m
203008,F d -3 m Z
203009,F d -3 m Z
203046,I a -3 d
203065,I 2 3
203102,P -4 3 n
203176,I a -3
20351,I m -3
20400,I 41 3 2
2043,P a -3
20523,P -4 3 n
20596,F d -3 m Z
20645,F d -3 Z
20721,F m -3
20731,F d -3 Z
20732,F d -3 Z
20748,P -4 3 m
20771,I -4 3 m
20799,F d -3 m Z
20805,F -4 3 m
20819,F d -3 m Z
20831,I a -3 d
20834,P m -3
20863,F m -3 m
2088,P 21 3
209,P n -3 m Z
2092,I -4 3 m
20927,F d -3 Z
2093,I -4 3 m
2094,I -4 3 m
20945,I -4 3 m
210,P n -3 m Z
21059,I -4 3 m
2108,I m -3 m
2109,I m -3 m
211,P n -3 m Z
2110,I m -3 m
21107,P m -3 n
2111,I m -3 m
21114,F d -3 m S
21115,F d -3 m S
21116,F d -3 m S
21117,F d -3 m S
212,P n -3 m Z
213,P n -3 m Z
2133,F d -3 m S
21355,F d -3 m Z
21356,F d -3 m Z
2136,F d -3 m S
214,I -4 3 m
2156,F d -3 c Z
2157,F d -3 c Z
2179,P a -3
2180,P a -3
2181,P a -3
2182,P a -3
2183,P a -3
2184,P a -3
2185,P a -3
21884,I m -3 m
21928,F d -3 m Z
21929,F d -3 m Z
21930,F d -3 m Z
21931,F d -3 m Z
21932,F d -3 m Z
21933,F d -3 m Z
21934,F d -3 m Z
21935,F d -3 m Z
21936,F d -3 m Z
21937,F d -3 m Z
21938,F d -3 m Z
21939,F d -3 m Z
21940,F d -3 m Z
21941,F d -3 m Z
22009,F -4 3 c
22031,P -4 3 n
22032,P -4 3 n
22033,P -4 3 n
22054,I m -3 m
22055,I m -3 m
2206,P n -3 Z
22073,P a -3
22076,F d -3 c Z
22096,F m -3 m
22100,P a -3
22177,P 43 3 2
2218,P 43 3 2
22207,I 2 3
22215,F d -3 m S
22221,P a -3
22226,F d -3 m Z
22274,I a -3 d
22277,I a -3 d
22278,F d -3 m Z
22279,F d -3 m Z
22280,F d -3 m Z
22282,F m -3 m
22381,F d -3 m S
22386,P a -3
22392,P -4 3 m
22398,P a -3
22399,P a -3
2242,I -4 3 m
2243,I -4 3 m
2245,I -4 3 d
2246,F -4 3 m
22502,I -4 3 m
2276,F m -3 m
228,P -4 3 m
2295,P m -3 m
2296,P m -3 m
2297,P m -3 m
230036,I a -3 d
230037,I a -3 d
230043,I a -3
230101,F d -3 m Z
230102,F d -3 m Z
230103,F d -3 m Z
230132,P m -3 n
230142,I -4 3 m
230146,I -4 3 m
230147,I -4 3 m
230247,F d -3 m Z
230262,I a -3 d
230263,I a -3 d
230264,I a -3 d
23027,P 42 3 2
230274,I a -3 d
230280,I m -3
230313,F d -3 m Z
230314,F d -3 m Z
230315,F d -3 m Z
230316,F d -3 m Z
230326,F d -3 m Z
230327,F d -3 m Z
230328,F d -3 m Z
230329,F d -3 m Z
230330,F d -3 m Z
230331,F d -3 m Z
230332,F d -3 m Z
230333,F d -3 m Z
230340,I 41 3 2
230341,I 41 3 2
230344,F -4 3 m
230345,F -4 3 m
230346,F -4 3 m
230347,F -4 3 m
230348,F -4 3 m
230349,F -4 3 m
230350,F -4 3 m
230351,F -4 3 m
230352,F -4 3 m
230388,I -4 3 d
23042,I 2 3
230428,P -4 3 n
230441,I m -3
230460,P 43 3 2
230507,F d -3 m Z
230508,F d -3 m Z
230549,F d -3 m Z
230552,F d -3 m Z
23076,P m -3 m
230784,F d -3 m Z
2309,F d -3 m Z
230927,F d -3 m Z
23100,P a -3
231009,F d -3 m Z
23101,P a -3
23107,P -4 3 m
23115,F m -3
23116,F m -3
23142,F m -3 m
23143,F m -3 m
23144,P a -3
23145,P a -3
23186,F m -3 c
23204,F m -3 m
23223,P a -3
23241,P a -3
23285,P a -3
23332,F m -3 c
23346,I -4 3 m
23347,I -4 3 m
23363,F d -3 m Z
23378,F d -3 m Z
23379,F d -3 m Z
23419,F d -3 m Z
23432,F d -3 m Z
23438,F d -3 m Z
23439,F d -3 m Z
23440,F d -3 m Z
23441,F d -3 m Z
23446,F d -3 m Z
23447,F d -3 m Z
23458,F d -3 m Z
23522,I a -3
23529,P 21 3
235387,I m -3 m
235756,F d -3 m Z
235757,F d -3 m Z
235896,I a -3 d
235897,I a -3 d
235898,I a -3 d
235899,I a -3 d
2359,P -4 3 m
235900,I a -3 d
235901,I a -3 d
235902,I a -3 d
235903,I a -3 d
235987,F d -3 m Z
235988,F d -3 m Z
236004,I a -3 d
236005,I a -3 d
236007,I a -3 d
236008,I a -3 d
236032,I a -3 d
236045,I a -3 d
236046,I a -3 d
23607,I -4 3 m
23614,F d -3 c Z
236145,F d -3 m S
236256,F d -3 m Z
236257,F d -3 m Z
236258,F d -3 m Z
236259,F d -3 m Z
236260,F d -3 m Z
236261,F d -3 m Z
236262,F d -3 m Z
236263,F d -3 m Z
236264,F d -3 m Z
236265,F d -3 m Z
236266,F d -3 m Z
236267,F d -3 m Z
236268,F d -3 m Z
236269,F d -3 m Z
236276,F d -3 m Z
236330,F d -3 m Z
236331,F d -3 m Z
236332,F d -3 m Z
236333,P m -3 n
236347,P m -3
236348,P m -3
236349,P m -3
23644,I -4 3 m
236589,I a -3 d
236637,F m -3 c
236638,F m -3 c
236758,F d -3 m Z
23682,I -4 3 d
23683,I -4 3 d
23684,F m -3 m
236973,P m -3 n
236974,P m -3 n
236975,P m -3 n
236976,P m -3 n
237001,P -4 3 n
237063,P 43 3 2
237065,P 43 3 2
23708,I -4 3 m
23710,I -4 3 d
23711,I m -3
237110,I -4 3 d
237111,I -4 3 d
237112,I -4 3 d
237113,I a -3 d
237114,I a -3 d
237115,I a -3 d
23712,I m -3
23713,I m -3
237139,F m -3 c
23714,I m -3
237140,F m -3 c
237141,I a -3 d
237142,I a -3 d
237143,I a -3 d
237144,I a -3 d
237145,I a -3 d
237146,I a -3 d
237162,F d -3 m Z
237163,F d -3 m Z
237164,I a -3 d
237174,F d -3 m Z
237175,F d -3 m Z
237176,F d -3 m Z
237177,F d -3 m Z
237178,F d -3 m Z
237191,I -4 3 d
237192,I -4 3 d
237193,I -4 3 d
237246,P m -3 n
237247,P m -3 n
237282,F d -3 m Z
237290,I a -3
237297,F d -3 Z
237324,F -4 3 m
237343,I a -3
237361,F -4 3 m
237399,I m -3
237400,I m -3
237401,I m -3
237402,I m -3
237403,I m -3
237404,I m -3
237405,I m -3
237406,P n -3 Z
237407,P n -3 Z
237408,P n -3 Z
237409,P n -3 Z
237410,P n -3 Z
237411,P n -3 Z
237412,I m -3
237413,I m -3
237414,I m -3
237415,I m -3
237416,I m -3
237417,I m -3
237418,I m -3
237419,I m -3
237420,I m -3
237421,I m -3
237422,I m -3
237423,I m -3
237424,I m -3
237461,P m -3 n
237494,I m -3
237495,I m -3
237519,P a -3
237558,P m -3 n
237575,P m -3 n
237576,P m -3 n
237577,P m -3 n
237578,P m -3 n
237579,P m -3 n
2376,I 2 3
237616,I 21 3
237674,P m -3 n
237675,P m -3 n
237676,P m -3 n
23769,F m -3 m
237692,F m -3
237693,F m -3
237694,F m -3
23770,F m -3 m
23771,F m -3 m
23773,F d -3 m Z
237748,P n -3 Z
237749,I m -3
237750,I m -3
237751,I m -3
237752,I m -3
237753,I m -3
237766,I a -3 d
23778,F m -3 m
237805,F m -3
237808,I a -3 d
237809,I 21 3
237847,I m -3
237848,I m -3
237849,I m -3
237886,F d -3 m Z
237887,F d -3 m Z
237888,F d -3 m Z
237889,F d -3 m Z
237910,F -4 3 m
237925,P m -3 n
237926,P m -3 n
237927,P m -3 n
237928,P m -3 n
237929,P m -3 n
237930,P m -3 n
237944,I -4 3 d
237945,I -4 3 d
237946,I -4 3 d
237947,I -4 3 d
237962,I a -3
237963,I a -3
237964,I a -3
237965,I a -3
237966,I a -3
237967,I a -3
237968,I a -3
237969,I a -3
237970,I a -3
237998,I -4 3 d
237999,I -4 3 d
238000,I -4 3 d
238001,I -4 3 d
238005,F m -3
23804,F m -3 m
238046,P a -3
238047,P n -3 Z
238048,P n -3 Z
2381,F m -3
23811,I a -3
238112,I m -3
238113,P m -3
238114,I m -3
238115,I m -3
238117,P m -3
238118,P m -3
238119,P m -3
238120,P m -3
238153,I a -3 d
238196,F d -3 Z
238287,P n -3 Z
238303,I -4 3 m
238304,I -4 3 m
238305,I -4 3 m
238306,I -4 3 m
238319,P m -3 n
238338,I a -3 d
238339,I a -3 d
23845,I a -3 d
23846,I a -3 d
23847,I a -3 d
23848,I a -3 d
238488,F d -3 m Z
238489,F d -3 m Z
23849,I a -3 d
238490,F d -3 m Z
238491,F d -3 m Z
238492,P 43 3 2
238493,F d -3 m Z
238494,P 43 3 2
238495,F d -3 m Z
238496,F d -3 m Z
23850,I a -3 d
23851,I a -3 d
23852,I a -3 d
23853,I a -3 d
23854,I a -3 d
238544,F d -3 m Z
238545,F d -3 m Z
23855,I a -3 d
238550,F m -3 c
238551,P m -3 n
23856,I a -3 d
23857,I a -3 d
238612,F d -3 m Z
238613,F d -3 m Z
238614,F d -3 m Z
238615,F d -3 m Z
238616,F d -3 m Z
238617,F d -3 m Z
238618,F d -3 m Z
238619,F d -3 m Z
238620,F d -3 m Z
238621,F d -3 m Z
238622,F d -3 m Z
238623,F d -3 m Z
238624,F d -3 m Z
238625,F d -3 m Z
238626,F d -3 m Z
238627,F d -3 m Z
238628,F d -3 m Z
238629,F d -3 m Z
238630,F d -3 m Z
238631,F d -3 m Z
238632,F d -3 m Z
238633,F d -3 m Z
238634,F d -3 m Z
238635,F d -3 m Z
238636,F d -3 m Z
238637,F d -3 m Z
238638,F d -3 m Z
238639,F d -3 m Z
238640,F d -3 m Z
238745,F d -3 m S
238746,F d -3 m S
238747,F d -3 m S
238748,F d -3 m S
238749,F d -3 m S
238750,F d -3 m S
238751,F d -3 m S
238752,F d -3 m S
